site,length,At Sign,Forward Slashes,www Present,periods,dashes,underscores,number of digits,has ASCII
https://missdrewsdoggydaycare.com/users/z/em.html,49,0,5,0,1,0,0,0,0
https://612507.selcdn.ru/offic/[email protected],48,0,4,1,2,0,0,6,1
https://missdrewsdoggydaycare.com/users/z/detail.html,53,0,5,0,1,0,0,0,0
http://dfpbrznswk.duckdns.org,29,0,2,0,2,0,0,0,0
"http://khoavantaycaocap.vn/source/linkdin/content/24572f9e0a8327b92d4d74d7ecfaf439/?user=&.verify?service=mail&data:text/html;charset=utf-8;base64,PGh0bWw%20DQo8c3R5bGU%20IGJvZHkgeyBtYXJnaW46IDA7IG92ZXJmbG93OiBoaWRkZW47IH0gPC9zdHlsZT4NCiAgPGlmcmFt",247,0,8,5,1,0,0,0,5
"http://khoavantaycaocap.vn/source/linkdin/content/24572f9e0a8327b92d4d74d7ecfaf439?user=&.verify?service=mail&data:text/html;charset=utf-8;base64,PGh0bWw%20DQo8c3R5bGU%20IGJvZHkgeyBtYXJnaW46IDA7IG92ZXJmbG93OiBoaWRkZW47IH0gPC9zdHlsZT4NCiAgPGlmcmFt",246,0,7,5,1,0,0,0,5
https://great-payne.107-174-50-164.plesk.page/k/c83f1/,54,0,5,2,3,4,0,11,2
http://great-payne.107-174-50-164.plesk.page/k/c83f1,52,0,4,2,3,4,0,11,2
https://uhdfui.weebly.com/,26,0,3,0,2,0,0,0,0
https://great-payne.107-174-50-164.plesk.page/k/0a723/,54,0,5,3,3,4,0,11,3
http://great-payne.107-174-50-164.plesk.page/k/0a723,52,0,4,3,3,4,0,11,3
https://phenomenalhouses.com/,29,0,3,0,1,0,0,0,0
https://conformiteue.reviservoscomptesmisecontactoften.work/direc/tionpost/alclient/42967/,90,0,7,0,2,0,0,0,0
https://stellehair.com/,23,0,3,0,1,0,0,0,0
https://www.awesomeweddingmc.com/wp-admin%5d/expres/,52,0,5,0,2,0,0,0,0
https://www.awesomeweddingmc.com/wp-admin]/expres,49,0,4,0,2,0,0,0,0
https://mail.awesomeweddingmc.com/wp-admin%5d/expres/,53,0,5,0,2,0,0,0,0
https://mail.awesomeweddingmc.com/wp-admin]/expres,50,0,4,0,2,0,0,0,0
https://mail.whatsapp-groupjoin.duckdns.org/,44,0,3,0,3,1,0,0,0
https://www.whatsapp-groupjoin.duckdns.org/,43,0,3,0,3,1,0,0,0
https://whatsapp-groupjoin.duckdns.org/,39,0,3,0,2,1,0,0,0
https://joingrubaldebaran.forumz.info/,38,0,3,0,2,0,0,0,0
https://accountbellsouthringijinkinghinj.weebly.com/,52,0,3,0,2,0,0,0,0
http://accountbellsouthringijinkinghinj.weebly.com/,51,0,3,0,2,0,0,0,0
https://hsgyawisa.weebly.com/,29,0,3,0,2,0,0,0,0
https://lb.spaiemenylebc.com/,29,0,3,0,2,0,0,0,0
https://www.netlnterbnk-alerta.com/,35,0,3,0,2,1,0,0,0
https://stupefied-ellis.107-174-50-164.plesk.page/d/5383d/,58,0,5,2,3,4,0,11,2
http://stupefied-ellis.107-174-50-164.plesk.page/d/5383d,56,0,4,2,3,4,0,11,2
https://etc-meisai.2k31g03.cn?etc,33,0,2,1,2,1,0,5,1
https://paypal-caseid5213.com/users/userID-85878/season.php,59,0,5,0,1,1,0,4,0
http://dczmolopls.duckdns.org,29,0,2,0,2,0,0,0,0
https://biggeeslot888.com/dir/authorize_client_id:hmcupa25-q74d-cg2b-i6dg-34jbwd86ovik_rf57qmunkxvwejzobpd9i0hy13tsal68cg24yp7x4ir3hm0bdfu9ngjov62cl1qakz8tsew50gvc7m5odusb1jr63k9nzlfi2q4txahp8ywe?data=Y3dvbGZlQHZpc2EuY29t,221,0,4,3,1,0,0,3,3
http://missdrewsdoggydaycare.com/users/z/,41,0,5,0,1,0,0,0,0
http://missdrewsdoggydaycare.com/users/z,40,0,4,0,1,0,0,0,0
https://cool-bartik.45-81-232-15.plesk.page/bwin/,49,0,4,0,3,4,0,9,0
https://cool-bartik.45-81-232-15.plesk.page/bwin,48,0,3,0,3,4,0,9,0
https://iirs-redirect-safe.com/r/irs-submit1,44,0,4,0,1,2,0,0,0
https://irs.gov.submit-application4.s3.amazonaws.com/index.html,63,0,3,0,5,1,0,2,0
https://verificationapprovebyhosted.weebly.com/,47,0,3,0,2,0,0,0,0
https://accountnotification2021.weebly.com,42,0,2,1,2,0,0,4,1
https://ultimatemovies.in/cso/ultimate-21/,42,0,5,0,1,0,0,0,0
https://www.aocn-japan.buzz/,28,0,3,0,2,1,0,0,0
https://mail.missdrewsdoggydaycare.com/users/z/detail.html,58,0,5,0,2,0,0,0,0
https://www.amazon.co.jp.watchew.com/signin/?openid_pape_max_auth_age=http://specs.openid.net/auth/2.0/identifier&openid_return_to=https://www.amazon.co.jp/?ref_=nav_em_hd_re_signin&openid.identity=_select&openid.assoc_handle=jpflex&openid.mode=checkid_setup&[email protected]&openid.claimed_id=http://specs.openid.net/auth/2.0/identifier_select&openid.ns=http://specs.openid.net/auth/2.0&&ref_=nav_em_hd_clc_signin,415,0,21,0,5,0,0,0,3
https://stupefied-ellis.107-174-50-164.plesk.page/d/1bdf8/,58,0,5,2,3,4,0,11,2
http://stupefied-ellis.107-174-50-164.plesk.page/d/1bdf8,56,0,4,2,3,4,0,11,2
https://jeanninegarrett.org/Michelle%20Taylor/mazon/amazon,58,0,5,1,1,0,0,0,1
http://dcdrfseqii.duckdns.org,29,0,2,0,2,0,0,0,0
https://getbacktovalidate.weebly.com/,37,0,3,0,2,0,0,0,0
https://att-online-service.weebly.com/,38,0,3,0,2,2,0,0,0
https://attmailcommunicationserviceadminserver.weebly.com/,58,0,3,0,2,0,0,0,0
https://portalseguro2pe.online/,31,0,3,0,1,0,0,1,0
https://lrs-appsubmitid-manageinfo.com/?update,46,0,3,0,1,2,0,0,0
https://linktr.ee/btinternetwork,32,0,3,0,1,0,0,0,0
http://linktr.ee/btinternetwork,31,0,3,0,1,0,0,0,0
https://irs-infogo.com/basahaa/login/gov/covid/asdashjdasdkjashdaksjhdasdaskid/,79,0,8,0,1,1,0,0,0
https://rb.gy/ptvbxo,20,0,3,0,1,0,0,0,0
https://irs-payouts.com/form/personal/,38,0,5,0,1,1,0,0,0
https://www.rinzmz.icu/,23,0,3,0,2,0,0,0,0
https://s-hue2.cabanova.com/index.html,38,0,3,0,2,1,0,1,0
https://ded5653.inmotionhosting.com/~electronic/wp-admin/user/cattie/?i=i&[email protected],91,0,7,0,2,0,0,4,0
https://irsgovv.brosotkirikdsgan.com/form/personal,50,0,4,0,2,0,0,0,0
https://paypal-caseid3568.com/users/userID-26914/season.php?country.x=946262ef3c4a8ad5658513676267e04b946262ef3c4a8ad5658513676267e04b,134,0,5,2,1,1,0,4,2
https://account-post-ch-idp-loginapp-aide2021.prohoster.biz:443/swisspost/page.php,82,0,4,1,2,5,0,7,1
http://account-post-ch-idp-loginapp-aide2021.prohoster.biz/swisspost/page.php,77,0,4,1,2,5,0,4,1
https://ecstatic-benz.62-210-144-222.plesk.page/v/N/,52,0,5,1,3,4,0,11,1
https://amadipos-school.thinkific.com,37,0,2,0,2,1,0,0,0
https://www.alleqrolokalnie.com/oferta/theromix-tm5-stan-bardzo-dobry-2019,74,0,4,1,2,0,0,0,1
https://75ttt.weebly.com/,25,0,3,0,2,0,0,2,0
https://bghy-100229.square.site/,32,0,3,2,2,1,0,6,2
http://rumtydwong.duckdns.org,29,0,2,0,2,0,0,0,0
http://rrtgssedxj.duckdns.org,29,0,2,0,2,0,0,0,0
https://firebasestorage.googleapis.com/v0/b/relebgrteve.appspot.com/o/index.html?alt=media&token=a6268f16-6e5b-41cd-abb7-ea23593b2b89#[email protected],151,0,7,1,2,0,0,0,1
https://arnazon-info.imauns.shop/,33,0,3,0,2,1,0,0,0
https://account-post-ch-idp-loginapp-aide2021.prohoster.biz/swisspost/page.php,78,0,4,1,2,5,0,4,1
https://mhjtdmcvgh.square.site/,31,0,3,0,2,0,0,0,0
https://wellsfargorevalidator.weebly.com/,41,0,3,0,2,0,0,0,0
https://aavcthk.weebly.com/,27,0,3,0,2,0,0,0,0
https://efax-office.weebly.com/,31,0,3,0,2,1,0,0,0
https://12213537151ooha.weebly.com/,35,0,3,0,2,0,0,11,0
https://lalala-com.preview-domain.com/tre/,42,0,4,0,2,2,0,0,0
https://allegrolokalnie-pl.84393.space/,39,0,3,0,2,1,0,5,0
https://suzanne-nordgren.cabanova.com/index.html,48,0,3,0,2,1,0,0,0
https://yexles.com/swiss/manage/?view=login&appIdKey=fcd00c0656cc490&country,76,0,5,4,1,0,0,0,4
https://rollardtours.com/travl/MARKET/F004f19441/11644210b.php,62,0,6,3,1,0,0,0,3
http://fft-pes.ru/wrap.php,26,0,3,0,1,1,0,0,0
https://allegrolokalnie-pl.87487.space/,39,0,3,0,2,1,0,5,0
https://kso-sicheres-bezahlen-bw.bahomdyalcp.xyz/bank/7138df9f930eda0/Secure.html,81,0,5,2,2,3,0,0,2
https://kso-sicheres-bezahlen-bw.bahomdyalcp.xyz/bank/7138df9f930eda0/finish.html,81,0,5,2,2,3,0,0,2
https://kso-sicheres-bezahlen-bw.bahomdyalcp.xyz/bank/ede206c2e7f70b2/index.html?ip=34.198.46.118&countryCode=US&OS=Unknown+OS+Platform&token=MzQuMTk4LjQ2LjExODIwMjE6Tm92Ok1vbg==,178,0,5,2,2,3,0,0,2
https://kso-sicheres-bezahlen-bw.bahomdyalcp.xyz/bank/,54,0,4,0,2,3,0,0,0
https://mercoai.ydc288.top/,27,0,3,0,2,0,0,3,0
https://bnmkl-108304.square.site/,33,0,3,2,2,1,0,6,2
https://direcot-snbc-co-jp.kaixin038.shop/,42,0,3,1,2,3,0,3,1
https://dbs-aus.com/submit.asp,30,0,3,0,1,1,0,0,0
http://www.rakoten-account.buogfbizkuym.gq/,43,0,3,0,3,1,0,0,0
https://mercari-server.rneri.shop/,34,0,3,0,2,1,0,0,0
https://45tt.weebly.com/,24,0,3,0,2,0,0,2,0
https://aimacon-update.vnvmpp.ga/,33,0,3,0,2,1,0,0,0
https://aimacon-update.tgjray.ga/,33,0,3,0,2,1,0,0,0
https://www.etc-mersair.jp.accountsafereply.465789.com/,55,0,3,0,5,1,0,6,0
https://rakutenll.co.ijp.lfhtmj.com.cn/,39,0,3,0,5,0,0,0,0
https://rakutenll.co.ip.notwithoutincident.net/,47,0,3,0,4,0,0,0,0
http://rfvnsjhlsk.duckdns.org,29,0,2,0,2,0,0,0,0
https://pricego.in/wp-content/themes/29/,40,0,6,0,1,0,0,0,0
https://tecnologiagladio.com.br/wp-content/themes/29/Mufg.jp,60,0,6,0,2,0,0,0,0
https://oraclea45ppsblog.ru/tyuijuyhtgredfgthyujytgrfed/5733d5645fa242f21994af716519b3fc/login.html,99,0,5,0,1,0,0,2,0
https://direcot-snbc-co-jp.kaixin035.shop,41,0,2,1,2,3,0,3,1
http://qcobtfreqq.duckdns.org,29,0,2,0,2,0,0,0,0
http://qbkewekmpf.duckdns.org,29,0,2,0,2,0,0,0,0
http://pudkdqkgyy.duckdns.org,29,0,2,0,2,0,0,0,0
https://vpassscaasmqoc.com,26,0,2,0,1,0,0,0,0
https://fromsecurity202132.webnode.com/,39,0,3,1,2,0,0,6,1
https://amanzon.co.ip.juliangzhixue.com.cn/,43,0,3,0,5,0,0,0,0
http://amanzon.co.ip.juliangzhixue.com.cn/,42,0,3,0,5,0,0,0,0
https://my.amazon.shop-jp.co/,29,0,3,0,3,1,0,0,0
https://www6.jp.meercnarzi.com/,31,0,3,0,3,0,0,1,0
https://www6.jp.mecrcoarci.com/,31,0,3,0,3,0,0,1,0
https://www5.jp.meercnarzi.com/,31,0,3,0,3,0,0,1,0
https://www5.jp.mecrcoarci.com/,31,0,3,0,3,0,0,1,0
https://www4.jp.meercnarzi.com/,31,0,3,0,3,0,0,1,0
https://accountnotification2021.weebly.com/,43,0,3,1,2,0,0,4,1
https://www4.jp.mecrcoarci.com/,31,0,3,0,3,0,0,1,0
https://www3.jp.merrcearni.com/,31,0,3,0,3,0,0,1,0
https://www3.jp.meercnarzi.com/,31,0,3,0,3,0,0,1,0
https://www3.jp.mecrcoarci.com/,31,0,3,0,3,0,0,1,0
https://417cc2.cn,17,0,2,0,1,0,0,4,0
https://www2.jp.mecrcoarci.com/,31,0,3,0,3,0,0,1,0
https://www1.jp.meercnarzi.com/,31,0,3,1,3,0,0,1,0
https://www1.jp.mecrcoarci.com/,31,0,3,1,3,0,0,1,0
http://protctions-and-stndard-updates.ml/,41,0,3,0,1,3,0,0,0
https://mail.grupwabokep2021.duckdns.org/,41,0,3,1,3,0,0,4,1
https://www.grupwabokep2021.duckdns.org/,40,0,3,1,3,0,0,4,1
http://gkomeatt1.com/mazon/d6089/,33,0,5,1,1,0,0,1,1
https://icscard-servicedienstmodus.web8962.cweb02.gamingweb.de/,63,0,3,1,4,1,0,6,1
http://icscard-servicedienstmodus.web8962.cweb02.gamingweb.de/,62,0,3,1,4,1,0,6,1
https://pemblokiranakunid.wixsite.com/facebook,46,0,3,0,2,0,0,0,0
http://web.sesao8.go.th/check/info/labanquepostale/particulier/connexion-espace-client/,87,0,8,0,3,0,0,1,0
http://web.sesao8.go.th/check/info/labanquepostale/particulier/connexion-espace-client,86,0,7,0,3,0,0,1,0
