site,length,At Sign,Forward Slashes,www Present,periods,dashes,underscores,number of digits,has ASCII
https://vinted-kijy.id-info022.me/?pay,38,0,3,1,2,2,0,3,1
https://vinted-kijy.id-info022.me/?VINTED_sukienka_emg_colection7395&from_mail=1,80,0,3,1,2,2,0,3,1
https://ameozon.ishareoffice.cn/,32,0,3,0,2,0,0,0,0
https://ricoh.servebeer.com/[email protected],45,0,3,0,2,0,0,0,0
https://acc-mps.me/accedi/,26,0,4,0,1,1,0,0,0
https://tubcprest.site/,23,0,3,0,1,0,0,0,0
https://ameozon.1982myshop.cn/,30,0,3,0,2,0,0,4,0
http://lklykpbobc.duckdns.org,29,0,2,0,2,0,0,0,0
https://attdomaindggd75.weebly.com/,35,0,3,0,2,0,0,2,0
https://sdrayq.bar/,19,0,3,0,1,0,0,0,0
https://banrisul.soubanri.com/componenteSeguranca.php?hash=1423308191617c27ae155cc2.54021139,92,0,3,2,2,0,0,0,2
https://support-skymavieswallet.com/,36,0,3,0,1,1,0,0,0
https://kavach-mail-in.000webhostapp.com/,41,0,3,3,2,2,0,3,3
https://fatuated.myvnc.com/[email protected],44,0,3,0,2,0,0,0,0
https://reach.servegame.com/[email protected],45,0,3,0,2,0,0,0,0
https://sex.servepics.com/[email protected],43,0,3,0,2,0,0,0,0
https://amsazz.myftp.biz/,25,0,3,0,2,0,0,0,0
https://www.co.jp.bafyjcz.cn/,29,0,3,0,4,0,0,0,0
https://dev-webadmins.pantheonsite.io/zinc.html?&[email protected],66,0,3,0,2,1,0,0,0
https://www.co.jp.ktbohe.cn/,28,0,3,0,4,0,0,0,0
https://innovative.myvnc.com/[email protected],46,0,3,0,2,0,0,0,0
https://ameozon.omuewwa.cn/,27,0,3,0,2,0,0,0,0
https://attdomainlifeservice.weebly.com/,40,0,3,0,2,0,0,0,0
https://ladyrose-vl.ru/image/cata/clients/O3rA5d.php?verification#_,67,0,6,0,1,1,0,0,0
https://ladyrose-vl.ru/image/cata/?pwd=9377,43,0,5,0,1,1,0,0,0
http://u1292857dir.ha004.t.justns.ru/GovCERTch/7f028630167826e7acf10e4bc9186792/,80,0,5,5,4,0,0,10,5
https://shopping.servepics.com/[email protected],48,0,3,0,2,0,0,0,0
https://vivancar.com.au/vivancar/viva-update21/#[email protected],65,0,5,0,2,0,0,0,0
https://suitable.serveftp.com/[email protected],47,0,3,0,2,0,0,0,0
https://wvvw.netinterbankperu.com/,34,0,3,0,2,0,0,0,0
https://ameozon.npimjns.cn/,27,0,3,0,2,0,0,0,0
https://carpetstorelx.pt/ios/[email protected],46,0,4,0,1,0,0,0,0
https://alertasibk.site,23,0,2,0,1,0,0,0,0
https://Third-rounc-pandmeic-status.com/?verify,47,0,3,0,1,3,0,0,0
https://ameozon.qaiczry.cn/,27,0,3,0,2,0,0,0,0
https://anthony.servebeer.com/[email protected],47,0,3,0,2,0,0,0,0
http://ljzofkhgsf.duckdns.org,29,0,2,0,2,0,0,0,0
https://www.sandiego.cf/,24,0,3,0,2,0,0,0,0
http://www.sandiego.cf/,23,0,3,0,2,0,0,0,0
https://businesspro-espaceclient-fixeofmails.duckdns.org/mailprosav/facture.orange,82,0,4,0,2,2,0,0,0
https://abre.ai/doxc?userid=xCByAW2c,36,0,3,0,1,0,0,0,0
https://amaznm.co.jp.sunatnyanachon.shop/,41,0,3,0,4,0,0,0,0
http://amaznm.co.jp.sunatnyanachon.shop/,40,0,3,0,4,0,0,0,0
https://ameozon.rpdtubd.cn/,27,0,3,0,2,0,0,0,0
https://ameozon.ofapex.cn/,26,0,3,0,2,0,0,0,0
https://wpsoar.com/RFA2rxaQWX24J4C68/[email protected],54,0,4,0,1,0,0,0,0
https://wpsoar.com/[email protected],36,0,3,0,1,0,0,0,0
https://bancaporinternet.interban.pe.novadigio.com,50,0,2,0,4,0,0,0,0
https://ameozon.qgmevkf.cn/,27,0,3,0,2,0,0,0,0
https://www.co.jp.psndhz.cn/,28,0,3,0,4,0,0,0,0
https://ameozon.rkuqvkp.cn/,27,0,3,0,2,0,0,0,0
https://rature.ddnsking.com/[email protected],45,0,3,0,2,0,0,0,0
https://asleep.servemp3.com/[email protected],45,0,3,0,2,0,0,1,0
https://ameozon.obqbdod.cn/,27,0,3,0,2,0,0,0,0
https://www.seguincontracting.com/vr.at/auth.html,49,0,4,0,2,0,0,0,0
https://reareo.duramaxservice.com,33,0,2,0,2,0,0,0,0
https://tv4k-magazineluiza.com/produto/conta.php,48,0,4,0,1,1,0,1,0
https://tv4k-magazineluiza.com/request/,39,0,4,0,1,1,0,1,0
https://tv4k-magazineluiza.com/produto/login.php,48,0,4,0,1,1,0,1,0
https://tv4k-magazineluiza.com/f6e22c5a3f513d44480f7cae62b2ca3c/?produto=smart-tv-55-crystal-4k-samsung-55au8000-wi-fi-bluetooth-hdr-alexa-built-in-3-hdmi-2-usb/p/193441900/et/tv4k/,181,0,9,6,1,1,0,1,6
https://phantuomn.app/new.php,29,0,3,0,1,0,0,0,0
https://tv4k-magazineluiza.com/f6e22c5a3f513d44480f7cae62b2ca3c/?produto=smart-tv-full-hd-led-43-samsung-43t5300a-wi-fi-hdr-2-hdmi-1-usb/p/225608100/et/tves/,157,0,9,6,1,1,0,1,6
https://tv4k-magazineluiza.com/a964cf16256ab9aa9f52fb337d564d81/?produto=smart-tv-4k-led-60-lg-60un7310psa-wi-fi-bluetooth-hdr-inteligencia-artificial-3-hdmi-2-usb/p/225376500/et/tv4k/,184,0,9,5,1,1,0,1,5
http://dineroalinstante-pe.online/,34,0,3,0,1,1,0,0,0
https://ameozon.gjzo.cn/,24,0,3,0,2,0,0,0,0
https://xn--axeinfinity-dcb.com/,32,0,3,0,1,3,0,0,0
https://devfitstudio.yopro.com.mx/.well-known/acme-challenge/Payment/,69,0,6,0,3,0,0,0,0
https://contact.com.ua/c1c6a0a2f1/sedbes/kbida/,47,0,6,1,2,0,0,0,1
https://primepeakbank.com/account/online/login,46,0,5,0,1,0,0,0,0
https://cxsisgov.com/modulo.php,31,0,3,0,1,0,0,0,0
https://ntaakhisghirmasltakj.blogspot.com/,42,0,3,0,2,0,0,0,0
https://jhhhjiuuy.weebly.com/,29,0,3,0,2,0,0,0,0
https://uytw.weebly.com/,24,0,3,0,2,0,0,0,0
http://ldenpwyiks.duckdns.org,29,0,2,0,2,0,0,0,0
https://ameozon.ngqurjo.cn/,27,0,3,0,2,0,0,0,0
https://alpaccafinance.com/,27,0,3,0,1,0,0,0,0
https://zarbibangladesh.s3.us-east-2.amazonaws.com/submiit-application-redirect-3/index.html?submit-application=?dcz1i9Mg0e5fRSVurxOZ4poQM-ePRrXgDrgAPGx9IUK5qtMZrIp-biQRx3voFSlo4rkdB9xMgmPz0,190,0,4,2,4,2,0,2,2
https://d2.trustwollets.cloud/,30,0,3,0,2,0,0,1,0
http://www.zoyaros.com/wp-content/NewFolder/wells-fargo/tllmgi=/mi4mji=/zcymwq=,79,0,8,0,2,0,0,0,0
https://attmailoeq.weebly.com/,30,0,3,0,2,0,0,0,0
https://tyandmattshow.com/93i9jjs,33,0,3,0,1,0,0,0,0
https://rmis.co.il/malopooe/mweb/login,38,0,5,0,2,0,0,0,0
https://exbabylon.com/includes/cu/createj/insidekfe,51,0,6,0,1,0,0,0,0
https://ethel8yourfilsimple.ns01.biz/private,44,0,3,1,2,0,0,3,1
http://laserworxonline.com/wp-admin/users/x/1,45,0,6,0,1,0,0,0,0
https://soportetransaccionaldecolombia.com,42,0,2,0,1,0,0,0,0
https://linktr.ee/yahoowebverification,38,0,3,0,1,0,0,0,0
https://prote0100001cr232121.000webhostapp.com/,47,0,3,8,2,0,0,16,8
http://crprotecciondecuentas.ga/,32,0,3,0,1,0,0,0,0
https://pol-m.program-pro1.site/#close_conf,43,0,3,0,2,2,0,1,0
https://ogyahoomails.weebly.com/,32,0,3,0,2,0,0,0,0
https://linktr.ee/HNsmc,23,0,3,0,1,0,0,0,0
https://atttdbbvcccvcx.weebly.com,33,0,2,0,2,0,0,0,0
https://atttdbbvcccvcx.weebly.com/,34,0,3,0,2,0,0,0,0
http://icfwa.com.au/fonts/yat/login.php,39,0,5,0,2,0,0,0,0
https://ultimatemovies.in/cso/ultimate-21/#@yorku.ca,52,1,5,0,1,0,0,0,0
https://validacadastropro.dynv6.net/cadastrolimite/?q=sdxcfvcadazcxvzq2323&cvid=e74e56d16e3941669def6acae2a38b16&aqs=edge..69i57.3460j0j1&pglt=2083&FORM=ANNTA1&PC=U531,167,0,4,3,2,0,0,1,3
https://validacadastropro.dynv6.net/cadastrolimite/?q=sdxcfadazcxvzq2323&cvid=e74e56d16e3941669def6acae2a38b16&aqs=edge..69i57.3460j0j1&pglt=2083&FORM=ANNTA1&PC=U531,165,0,4,3,2,0,0,1,3
http://ec2-18-223-100-250.us-east-2.compute.amazonaws.com/tk7q1287168/[email protected],87,0,4,3,4,6,0,13,3
http://www.zoyaros.com/wp-content/NewFolder/wells-fargo/tllmgi=/mi4mji=/zcymwq=/,80,0,9,0,2,0,0,0,0
http://laserworxonline.com/wp-admin/users/x/1/,46,0,7,0,1,0,0,0,0
