site,form,method=post,method=get,script,javascripts,iframe,applet,frame,type=submit,email,password,button,length,At Sign,Forward Slashes,www Present,periods,dashes,underscores,number of digits,has ASCII
http://nextecwebdesign.com/BankofAmerica/boa/login.php?cmd=login_submit&id=c42db61ca93a502f9a926bfa127c9a4ec42db61ca93a502f9a926bfa127c9a4e&session=c42db61ca93a502f9a926bfa127c9a4ec42db61ca93a502f9a926bfa127c9a4e,0,0,0,1,0,0,0,0,0,0,1,0,212,0,5,4,1,0,0,0,4
https://02-review-bundle.com/Login/index?id=efe424b05df53be1ee9ea26ab8d39ecaefe424b05df53be1ee9ea26ab8d39eca&session=efe424b05df53be1ee9ea26ab8d39ecaefe424b05df53be1ee9ea26ab8d39eca,5,0,0,26,20,2,0,0,4,3,19,4,181,0,4,5,1,2,0,2,5
https://resgateponto.me/@/01nBGAFDYbp8O1jlCm1uHdoT9a/?tipoCliente=fisico&segmento=emp&pk_vid=db4b285e4b875c5b157759871728298d&v=2.13.6,0,0,0,3,3,0,0,0,0,0,0,0,134,1,5,1,1,0,0,0,1
http://resgateponto.me/@/01nBGAFDYbp8O1jlCm1uHdoT9a/?tipoCliente=fisico&segmento=emp&pk_vid=db4b285e4b875c5b157759871728298d&v=2.13.6,0,0,0,3,3,0,0,0,0,0,0,0,133,1,5,1,1,0,0,0,1
http://join-grup-tantehot-1.duckdns.org/,20,0,0,1,0,0,0,0,0,0,0,0,40,0,3,0,2,3,0,1,0
https://apps-fb-ads-confirmatlon.blogspot.com/,0,0,0,4,4,0,0,0,0,4,0,0,46,0,3,0,2,3,0,0,0
https://sites.google.com/view/page-information/,2,0,0,8,35,2,0,0,0,71,55,15,47,0,5,0,2,0,0,0,0
https://bit.ly/page-infromation,0,0,0,3,1,0,0,0,0,0,0,0,31,0,3,0,1,0,0,0,0
https://bit.ly/3pQid6z?Confirmation,0,0,0,3,1,0,0,0,0,0,0,0,35,0,3,0,1,0,0,0,0
https://bit.ly/2ZL1Q0u?Confirmation,0,0,0,3,1,0,0,0,0,0,0,0,35,0,3,1,1,0,0,0,1
https://bit.ly/3bq4Stv?Confirmation,0,0,0,3,1,0,0,0,0,0,0,0,35,0,3,0,1,0,0,0,0
https://bit.ly/317kGzf?Confirmation,0,0,0,3,1,0,0,0,0,0,0,0,35,0,3,0,1,0,0,0,0
https://bit.ly/3bmjHx1?Confirmation,0,0,0,3,1,0,0,0,0,0,0,0,35,0,3,0,1,0,0,0,0
https://bit.ly/3GyFNLm?Confirmation,0,0,0,3,1,0,0,0,0,0,0,0,35,0,3,0,1,0,0,0,0
https://bit.ly/3jOw35G?Confirmation,0,0,0,3,1,0,0,0,0,0,0,0,35,0,3,0,1,0,0,0,0
https://bit.ly/3GBv9TS?Confirmation,0,0,0,3,1,0,0,0,0,0,0,0,35,0,3,0,1,0,0,0,0
https://bit.ly/3Es62RB?Confirmation,0,0,0,3,1,0,0,0,0,0,0,0,35,0,3,0,1,0,0,0,0
https://bit.ly/3jNUG2G?Confirmation,0,0,0,3,1,0,0,0,0,0,0,0,35,0,3,0,1,0,0,0,0
http://calstatela.fulltime.vn.ua/dXNlckBjYWxzdGF0ZWxhLmVkdQ==,0,0,0,0,0,0,0,0,0,0,0,0,61,0,3,1,3,0,0,0,1
http://waaket.com/wp-content/themes/1Fq66tw/,1,0,0,2,0,0,0,0,1,0,1,1,44,0,6,0,1,0,0,0,0
https://www.smbc-login.co/client/index.html,0,0,0,3,3,0,0,0,0,0,2,14,43,0,4,0,2,1,0,0,0
http://pancakeswap-p.com,0,0,0,0,0,0,0,0,0,0,0,0,24,0,2,0,1,1,0,0,0
https://fb.recoverys.workers.dev/,0,0,0,2,0,0,0,0,0,0,0,0,33,0,3,0,3,0,0,0,0
https://7iinmncad012.000webhostapp.com/applogin.html,1,0,0,3,3,0,0,0,1,1,3,0,52,0,3,4,2,0,0,7,4
https://ftx-ca.com/,0,0,0,3,3,0,0,0,0,0,0,0,19,0,3,0,1,1,0,0,0
https://www.ftx-exchangex.com/,0,0,0,4,2,0,0,0,0,0,0,0,30,0,3,0,2,1,0,0,0
http://ftx-exchangex.com,0,0,0,4,2,0,0,0,0,0,0,0,24,0,2,0,1,1,0,0,0
https://laprospergroup.com/wp-admin/assets/?key=Nr7ve,1,0,0,2,0,0,0,0,1,0,1,1,53,0,5,0,1,0,0,0,0
https://waaket.com/wp-content/themes/1Fq66tw,1,0,0,2,0,0,0,0,1,0,1,1,44,0,5,0,1,0,0,0,0
https://waaket.com/wp-content/themes/1Fq66tw/,1,0,0,2,0,0,0,0,1,0,1,1,45,0,6,0,1,0,0,0,0
https://www.condonians.com/wp-admin/images/secured051b.chase/W/,0,0,0,0,0,0,0,0,0,0,0,0,63,0,7,1,2,0,0,0,1
https://vk.com/away.php?to=https%3A%2F%2Fus.compen-sation-irsprofile.com%2F%3Fonline&post=491077895_31&cc_key,3,0,0,23,48,1,0,0,2,13,8,4,109,0,3,1,1,0,0,0,1
http://d2sck7attergarment.top/,0,0,0,0,0,0,0,0,0,0,0,0,30,0,3,0,1,0,0,2,0
http://d2sck7attergarment.top/5ed9aFtYB0ZsagNcB1Z2N0BdRUsMRXs2J3BVDVI8NSNeCBARTjAuJCsZQhE?tvu1635474465356,0,0,0,1,0,0,0,0,0,0,0,0,106,0,3,2,1,0,0,2,2
https://dashboard.axsinfinity.me/,1,0,0,0,0,0,0,0,0,0,0,5,33,0,3,0,2,0,0,0,0
https://tgpafasfsakkk.pages.dev/#[email protected],1,0,0,2,0,0,0,0,1,0,1,1,50,0,3,0,2,0,0,0,0
https://informationupdatesubmit.s3.us-west-1.amazonaws.com/validate-mail-check/index.html,0,0,0,0,0,0,0,0,0,0,0,0,89,0,4,0,4,2,0,2,0
https://sites.google.com/view/ftxus-exchange/trang-ch%E1%BB%A7,0,0,0,10,1,0,0,0,0,0,0,0,62,0,5,0,2,0,0,0,0
http://pruebacovid1912.byethost9.com,0,0,0,2,1,0,0,0,0,0,0,0,36,0,2,0,2,0,0,5,0
http://www.paancaakswaap.digital/panca/,0,0,0,0,0,0,0,0,0,0,0,0,39,0,4,0,2,0,0,0,0
https://oplensea.io/,0,0,0,0,0,0,0,0,0,1,0,35,20,0,3,0,1,0,0,0,0
http://oplensea.io,0,0,0,0,0,0,0,0,0,1,0,35,18,0,2,0,1,0,0,0,0
http://dlneroenalinstantebcp.com/,0,0,0,0,0,0,0,0,0,0,0,0,33,0,3,0,1,0,0,0,0
https://resgateponto.me/@/0FtzQoPfAjnD3d1g915Mw50kgs/?tipoCliente=fisico&segmento=emp&pk_vid=db4b285e4b875c5b157759871728298d&v=2.13.6,0,0,0,3,3,0,0,0,0,0,0,0,134,1,5,2,1,0,0,0,2
https://resgateponto.me/index4.php?tipoCliente=fisico&segmento=emp&pk_vid=db4b285e4b875c5b157759871728298d&v=2.13.6,0,0,0,3,3,0,0,0,0,0,0,0,115,0,3,0,1,0,0,0,0
https://vk.com/away.php?to=http%3A%2F%2F18.222.15.230?key=Ol44D,3,0,0,23,48,1,0,0,2,13,8,4,63,0,3,1,1,0,0,0,1
https://laprospergroup.com/wp-admin/assets/?key=8Oyrd,1,0,0,2,0,0,0,0,1,0,1,1,53,0,5,0,1,0,0,0,0
https://www.worldwidehealth.com/webapps/safety/login,1,0,0,5,5,0,0,0,0,2,1,2,52,0,5,0,2,0,0,0,0
https://control75698.000webhostapp.com/,1,0,0,12,8,2,0,0,2,0,2,2,39,0,3,3,2,0,0,8,3
https://acceslbcsite.000webhostapp.com/,1,0,0,5,4,0,0,0,1,2,14,2,39,0,3,3,2,0,0,3,3
http://www.xwhwpk.cn/h09ohGhi/dbs-wa,1,0,0,2,0,0,0,0,1,0,1,1,36,0,4,0,2,0,0,0,1
http://www.tbqqfq.cn/mpGS0qVE/dbs-wa/,1,0,0,2,0,0,0,0,1,0,1,1,37,0,5,0,2,0,0,0,1
http://www.wqlalb.cn/cHMcwZA4/dbs-wa/,1,0,0,2,0,0,0,0,1,0,1,1,37,0,5,0,2,0,0,0,0
http://www.xwhwpk.cn/hO9ohGhi/dbs-wa,1,0,0,2,0,0,0,0,1,0,1,1,36,0,4,0,2,0,0,0,0
https://wap.cptmap.vip/#/pages/personal/login/login,0,0,0,4,2,0,0,0,0,0,0,0,51,0,7,0,2,0,0,0,0
http://codorasys.com/?s1=Zz0xMiZ0PURFJnRpZD0xNyZ0bXA9NTE=&trsid=eddd007ac90d4039aaba972a2f4022d8&aff=1556#vLHaNzBKdQmahPjnJRkRXiJBIhCHENBLjVaJFSKUQBqQrVMpWvR,1,0,0,16,5,1,0,0,2,11,0,7,157,0,3,9,1,0,0,0,9
http://exoclus.com,0,0,0,6,4,0,0,0,0,0,0,4,18,0,2,0,1,0,0,0,0
https://w5aproject.s3.us-east.cloud-object-storage.appdomain.cloud/UI%20-HTT.html#[email protected],1,0,0,8,8,1,0,0,1,25,16,0,99,0,3,1,5,3,0,2,1
http://www.0k7s.cn/ZKP70HzY/dbs-wa/,1,0,0,2,0,0,0,0,1,0,1,1,35,0,5,0,2,0,0,2,2
http://www.lubmvv.cn/L8Goe0X6/dbs-wa,1,0,0,2,0,0,0,0,1,0,1,1,36,0,4,0,2,0,0,0,1
https://infosecplace.com/ch/,1,0,0,2,0,0,0,0,1,0,1,1,28,0,4,0,1,0,0,0,0
https://onlineduplicatebills.com/wp-content/uploads/2021/10/swisspost/page.php,1,0,0,2,0,0,0,0,1,0,1,1,78,0,8,2,1,0,0,0,2
http://www.lubmvv.cn/L8Goe0X6/dbs-wa/,1,0,0,2,0,0,0,0,1,0,1,1,37,0,5,0,2,0,0,0,1
https://610926.selcdn.ru/machinepartsupplycompany/index.html,1,0,0,9,11,0,0,0,1,24,12,1,60,0,4,1,2,0,0,6,1
http://bit.do/fSpo6,0,0,0,8,4,1,0,0,0,0,0,0,19,0,3,0,1,0,0,0,0
http://techno.nstru.ac.th/2013_old/image/web/m.php,0,0,0,0,0,0,0,0,0,0,0,0,50,0,6,1,3,0,0,0,1
https://www.usfn.net/plugins/mkb/mkbnetbankar.hu/3e34a70e03321dc24d2f89c6266767f9,3,0,0,24,20,0,0,0,1,12,0,6,81,0,6,1,2,0,0,0,2
https://noisri.com/css/ch/Paket/manage/sms,0,0,0,0,0,0,0,0,0,0,0,0,42,0,7,0,1,0,0,0,0
http://lp2m.iainptk.ac.id/-/bre,2,0,0,0,0,1,0,0,1,0,4,5,31,0,4,0,3,0,0,1,0
http://candyrush.in/wp-content/NewFolder/wells-fargo/ge5mza=/tfkody=/tc1yza=,2,0,0,9,3,0,0,0,1,1,9,0,76,0,8,0,1,0,0,0,0
http://aksehirelittotel.com/0nedrive_popup/Onedrive_popup,6,0,0,0,0,0,0,0,0,13,13,12,57,0,4,1,1,0,0,0,1
http://www.vq565li.cn/cA5lb54C/dbs-wa/,1,0,0,2,0,0,0,0,1,0,1,1,38,0,5,0,2,0,0,3,0
http://filialtransaccionalcolombiacol.com/,1,0,0,6,5,0,0,0,1,0,0,1,42,0,3,0,1,0,0,0,0
https://panarescwap.finance,1,0,0,2,0,0,0,0,1,0,1,1,27,0,2,0,1,0,0,0,0
http://www.fwfshj.cn/FIGt19oV/dbs-wa/,1,0,0,2,0,0,0,0,1,0,1,1,37,0,5,1,2,0,0,0,0
https://sites.google.com/view/xm58e0498rw3qu/bt,2,0,0,8,35,2,0,0,0,71,55,15,47,0,5,1,2,0,0,0,1
http://smcbcconfig.com/,0,0,0,0,0,0,0,0,0,0,0,0,23,0,3,0,1,0,0,0,0
http://www.hfxbfq.cn/GD4CazTU/dbs-wa/,1,0,0,2,0,0,0,0,1,0,1,1,37,0,5,0,2,0,0,0,0
http://candyrush.in/wp-content/NewFolder/wells-fargo/ge5mza=/tfkody=/tc1yza=/,2,0,0,9,3,0,0,0,1,1,9,0,77,0,9,0,1,0,0,0,0
http://royal-id6411.surge.sh/,0,0,0,6,7,0,0,0,0,0,0,0,29,0,3,0,2,1,0,4,0
http://royal-id5403.surge.sh/,0,0,0,6,7,0,0,0,0,0,0,0,29,0,3,1,2,1,0,4,1
http://royal-id3f34.surge.sh/,0,0,0,6,7,0,0,0,0,0,0,0,29,0,3,0,2,1,0,3,0
http://grubtantekienzy.forumz.info/,0,0,0,2,2,0,0,0,0,0,0,0,35,0,3,0,2,0,0,0,0
http://zscevax.000webhostapp.com/,0,0,0,2,0,0,0,0,0,0,0,1,33,0,3,3,2,0,0,3,3
http://applekoreas.net/indexx.asp,1,0,0,6,4,0,0,0,0,0,1,0,33,0,3,0,1,0,0,0,0
https://learningimpactmodel.com/a/btc.html,2,0,0,21,20,3,0,0,1,4,0,0,42,0,4,0,1,0,0,0,0
https://resgateponto.me/@/0yRMUp4XvODcV5gZXlBb8bkyMh/?tipoCliente=fisico&segmento=emp&pk_vid=db4b285e4b875c5b157759871728298d&v=2.13.6,0,0,0,3,3,0,0,0,0,0,0,0,134,1,5,1,1,0,0,0,1
http://resgateponto.me/index4.php?tipoCliente=fisico&segmento=emp&pk_vid=db4b285e4b875c5b157759871728298d&v=2.13.6,0,0,0,3,3,0,0,0,0,0,0,0,114,0,3,0,1,0,0,0,0
https://resgateponto.me/@/03fBkoSB5udEctrrMuUsaGCxDR/?tipoCliente=fisico&segmento=emp&pk_vid=db4b285e4b875c5b157759871728298d&v=2.13.6,0,0,0,3,3,0,0,0,0,0,0,0,134,1,5,1,1,0,0,0,1
https://resgateponto.me/,0,0,0,3,3,0,0,0,0,0,0,0,24,0,3,0,1,0,0,0,0
https://resgateponto.me/@/0E1vjHMUg7QOla8peEic4qBuIM/?tipoCliente=fisico&segmento=emp&pk_vid=db4b285e4b875c5b157759871728298d&v=2.13.6,0,0,0,3,3,0,0,0,0,0,0,0,134,1,5,1,1,0,0,0,1
http://resgateponto.me/@/0E1vjHMUg7QOla8peEic4qBuIM/?tipoCliente=fisico&segmento=emp&pk_vid=db4b285e4b875c5b157759871728298d&v=2.13.6,0,0,0,3,3,0,0,0,0,0,0,0,133,1,5,1,1,0,0,0,1
https://resgateponto.me/@/0jfMj9bLbwd2H0ejwkpknLBCTH/?tipoCliente=fisico&segmento=emp&pk_vid=db4b285e4b875c5b157759871728298d&v=2.13.6,0,0,0,3,3,0,0,0,0,0,0,0,134,1,5,2,1,0,0,0,2
http://resgateponto.me/@/0jfMj9bLbwd2H0ejwkpknLBCTH/?tipoCliente=fisico&segmento=emp&pk_vid=db4b285e4b875c5b157759871728298d&v=2.13.6,0,0,0,3,3,0,0,0,0,0,0,0,133,1,5,2,1,0,0,0,2
https://www.usfn.net/plugins/mkb/mkbnetbankar.hu/5cfe5d577b0ca07a23d77e6499de12c8/,3,0,0,24,20,0,0,0,1,12,0,6,82,0,7,1,2,0,0,0,2
https://www.usfn.net/plugins/mkb/mkbnetbankar.hu/5cfe5d577b0ca07a23d77e6499de12c8,3,0,0,24,20,0,0,0,1,12,0,6,81,0,6,1,2,0,0,0,2
http://aksehirelittotel.com/0nedrive_popup/Onedrive_popup/,6,0,0,0,0,0,0,0,0,13,13,12,58,0,5,1,1,0,0,0,1
http://aksehirelittotel.com/0nedrive_popup/Onedrive_popup/verification.php,2,0,0,8,11,0,0,0,0,44,30,2,74,0,5,1,1,0,0,0,1
http://aksehirelittotel.com/0nedrive_popup/Onedrive_popup/index.php,6,0,0,0,0,0,0,0,0,13,13,12,67,0,5,1,1,0,0,0,1
http://joingrupnitnott.duckdns.org/,0,0,0,0,0,0,0,0,0,0,0,1,35,0,3,0,2,0,0,0,0
https://resgateponto.me/@/0wbPh8X7Uke1PkqysPEkLgocTA/?tipoCliente=fisico&segmento=emp&pk_vid=db4b285e4b875c5b157759871728298d&v=2.13.6,0,0,0,3,3,0,0,0,0,0,0,0,134,1,5,1,1,0,0,0,1
http://resgateponto.me/@/0wbPh8X7Uke1PkqysPEkLgocTA/?tipoCliente=fisico&segmento=emp&pk_vid=db4b285e4b875c5b157759871728298d&v=2.13.6,0,0,0,3,3,0,0,0,0,0,0,0,133,1,5,1,1,0,0,0,1
https://www.usfn.net/plugins/mkb/mkbnetbankar.hu/3e34a70e03321dc24d2f89c6266767f9/,3,0,0,24,20,0,0,0,1,12,0,6,82,0,7,1,2,0,0,0,2
https://noisri.com/css/ch/Paket/manage/sms/sms2.html,0,0,0,0,0,0,0,0,0,0,0,0,52,0,8,0,1,0,0,0,0
http://grupwhasapdewasa.duckdns.org/,0,0,0,0,0,0,0,0,0,0,0,0,36,0,3,0,2,0,0,0,0
http://ladyrose-vl.ru/image/cata/?pwd=9377,1,0,0,6,4,1,0,0,0,0,0,1,42,0,5,0,1,1,0,0,0
http://lp2m.iainptk.ac.id/-/bre/,2,0,0,0,0,1,0,0,1,0,4,5,32,0,5,0,3,0,0,1,0
https://resgateponto.me/webApps_AplicationHome.php?tipoCliente=fisico&,1,0,0,6,5,1,0,0,1,0,0,0,70,0,3,0,1,0,0,0,0
http://bisilamodels.es/comsx/,1,0,0,42,20,2,0,0,1,3,19,3,29,0,4,0,1,0,0,0,0
http://bisilamodels.es/comsx,1,0,0,42,20,2,0,0,1,3,19,3,28,0,3,0,1,0,0,0,0
http://0333fa5.netsolhost.com/comcast/xfinity.html,1,0,0,22,11,0,0,0,1,2,16,3,50,0,4,1,2,0,0,5,1
http://royal-id4870.surge.sh/,0,0,0,6,7,0,0,0,0,0,0,0,29,0,3,1,2,1,0,4,1
http://royal-id0343.surge.sh/,0,0,0,6,7,0,0,0,0,0,0,0,29,0,3,1,2,1,0,4,1
https://www.worldwidehealth.com/webapps/safety/login/,1,0,0,5,5,0,0,0,0,2,1,2,53,0,6,0,2,0,0,0,0
http://worldwidehealth.com/webapps/safety/login,1,0,0,5,5,0,0,0,0,2,1,2,47,0,5,0,1,0,0,0,0
http://royal-id5787.surge.sh/,0,0,0,6,7,0,0,0,0,0,0,0,29,0,3,0,2,1,0,4,0
https://sites.google.com/view/orange-ba55/accueil,0,0,0,9,1,0,0,0,0,0,0,0,49,0,5,0,2,0,0,0,0
https://dopintakes.com/espaceclients/,0,0,0,8,7,0,0,0,0,0,0,4,37,0,4,0,1,0,0,0,0
https://sites.google.com/view/yahoomailwebbb/yahoo,2,0,0,8,35,2,0,0,0,71,55,15,50,0,5,0,2,0,0,0,0
https://secure300.inmotionhosting.com/~infosm6/update-930Ks/,0,0,0,0,0,0,0,0,0,0,0,0,60,0,5,3,2,0,0,3,3
http://damageaffluent.top/dVEQFyn7/dbs-wa/,1,0,0,2,0,0,0,0,1,0,1,1,42,0,5,0,1,0,0,0,0
https://bit.ly/3CroOrP,0,0,0,3,1,0,0,0,0,0,0,0,22,0,3,0,1,0,0,0,0
http://vesicasswiskaban.com/swiss/dpdde/Seleccione_medio_de_pago.php#epl.pdp.com/T/v4000XSMBFEXRLD6b64b95229748/241246d623732601021ef3a0bcc8/421246d6-237a-49ed-b678-118243b7b?__dU__=vOuRoSsi_lZ2XSMBFEXRLDiWvqAt2OUbloqyA_uK,0,0,0,0,0,0,0,0,0,0,0,0,222,0,9,6,1,0,0,0,6
http://marbleswarm.top/9ZrU1dzj/dbs-wa/?_t=1632793045qbr,1,0,0,2,0,0,0,0,1,0,1,1,56,0,5,1,1,0,0,0,1
http://wdifkanc.xyz/,0,0,0,0,0,0,0,0,0,0,0,0,20,0,3,0,1,0,0,0,0
http://parrotprize.top/o4L3OyxI/dbs-wa/,1,0,0,2,0,0,0,0,1,0,1,1,39,0,5,0,1,0,0,0,0
http://birlacitywaterpark.com/contactus.html,2,0,0,23,16,1,0,0,1,3,0,1,44,0,3,0,1,0,0,0,0
http://elioraenergy.co.ke/,0,0,0,0,0,0,0,0,0,0,0,0,26,0,3,0,2,0,0,0,0
https://djgfmdguj.square.site/,0,0,0,12,7,0,0,0,0,16,4,0,30,0,3,0,2,0,0,0,0
https://sites.google.com/view/srtu5y4384rikq3892uq/office,2,0,0,8,35,2,0,0,0,71,55,15,57,0,5,0,2,0,0,0,0
https://12309-108139.square.site/,0,0,0,9,7,0,0,0,0,11,2,0,33,0,3,2,2,1,0,11,2
https://sites.google.com/view/57u4r389qwuesf323quewy98qew/btconnect,2,0,0,8,35,2,0,0,0,71,55,15,67,0,5,0,2,0,0,0,0
https://noisri.com/css/ch/Paket/manage/sms/,0,0,0,0,0,0,0,0,0,0,0,0,43,0,8,0,1,0,0,0,0
https://elephantoid-polls.000webhostapp.com/,0,0,0,1,0,0,0,0,0,0,0,2,44,0,3,3,2,1,0,3,3
https://mannish-qualifier.000webhostapp.com/,1,0,0,8,8,0,0,0,1,4,4,1,44,0,3,3,2,1,0,3,3
https://sites.google.com/view/btconnect-monthly-bill28/secure-bt-com?authuser=3,2,0,0,8,35,2,0,0,0,71,55,15,79,0,5,0,2,0,0,0,0
https://sites.google.com/view/437ryfrdj2se3dxe/bt,2,0,0,8,35,2,0,0,0,71,55,15,49,0,5,0,2,0,0,0,0
https://jsvvshsiusiss.square.site/,0,0,0,9,7,0,0,0,0,10,2,0,34,0,3,0,2,0,0,0,0
http://jsvvshsiusiss.square.site/,0,0,0,9,7,0,0,0,0,10,2,0,33,0,3,0,2,0,0,0,0
https://btinternet-104627.square.site/,0,0,0,9,7,0,0,0,0,16,4,0,38,0,3,1,2,1,0,6,1
https://british-telecommunication-plc.square.site/,0,0,0,12,7,0,0,0,0,16,4,0,50,0,3,0,2,2,0,0,0
http://british-telecommunication-plc.square.site/,0,0,0,12,7,0,0,0,0,16,4,0,49,0,3,0,2,2,0,0,0
https://bt-telecommunication-105149.square.site/,0,0,0,12,7,0,0,0,0,16,4,0,48,0,3,1,2,2,0,6,1
http://usfn.net/plugins/mkb/mkbnetbankar.hu,3,0,0,24,20,0,0,0,1,12,0,6,43,0,5,0,1,0,0,0,0
https://www.pamelajenle.com//mrthod/web/web/WEBDE.htm,0,0,0,0,0,0,0,0,0,0,0,0,53,0,7,0,2,0,0,0,0
https://nbg.experialb.com/user-r2-x2alstatela-x1edu,1,0,0,9,8,1,0,0,1,2,50,0,51,0,3,0,2,0,0,0,0
http://nhfactor.com/apps/wave/wave/index.html,1,0,0,8,8,1,0,0,0,45,26,1,45,0,6,0,1,0,0,0,0
http://fdmkglfdmlkgmf45.top/27cdSVx7Wn1yfgdjB3N3NF9iTVxTZgcPYjRJc1EpRQ0kVwQGewolRg0kXBFgFg?goa1635415188670,0,0,0,1,0,0,0,0,0,0,0,0,107,0,3,3,1,0,0,2,3
http://mchganistore.solofolio.net,0,0,0,2,1,0,0,0,0,0,0,0,33,0,2,0,2,0,0,0,0
http://achatlcl60.temp.swtest.ru/d1cc3,1,0,0,4,6,0,0,0,2,0,2,0,38,0,3,1,3,0,0,2,1
https://apascentar.net.br/wp-admin/home/login.php?cmd=login_submit&id=eaa573077d98c93a28104c29650dcf37eaa573077d98c93a28104c29650dcf37&session=eaa573077d98c93a28104c29650dcf37eaa573077d98c93a28104c29650dcf37,0,0,0,1,0,0,0,0,0,0,4,0,207,0,5,12,2,0,0,0,12
https://apascentar.net.br/wp-admin/home,0,0,0,1,0,0,0,0,0,0,4,0,39,0,4,0,2,0,0,0,0
http://achatlcl60.temp.swtest.ru/eeb4d,1,0,0,4,6,0,0,0,2,0,2,0,38,0,3,1,3,0,0,2,1
https://itcentralsupport.net/63e24c6c-00f2-498d-b6ce-83b7178678e4/a/1c63dccc-085c-4971-b6df-def2fe9380bb/ccp?lid=f6b50372-b700-471e-827c-138019481dec,1,0,0,2,2,0,0,0,17,14,14,0,149,0,6,8,1,0,0,0,8
https://servics.validationsecuradm.workers.dev,0,0,0,2,0,0,0,0,0,0,0,0,46,0,2,0,3,0,0,0,0
http://markarokoe.co.vu/help_login.html,1,0,0,0,0,0,0,0,1,2,2,1,39,0,3,0,2,0,0,0,0
http://bit.do/fSoKG,0,0,0,8,4,1,0,0,0,0,0,0,19,0,3,0,1,0,0,0,0
http://hanyasenggenggam.co.vu/Notification_help.html,1,0,0,3,3,0,0,0,1,2,3,0,52,0,3,0,2,0,0,0,0
https://sites.google.com/view/1q9lwuwhypgo3g1yh6rzwt3h2g38cr/,2,0,0,8,35,2,0,0,0,71,55,15,61,0,5,0,2,0,0,0,0
http://messaging-page.redirectme.net/?page=loginpage,1,0,0,0,0,0,0,0,1,2,3,1,52,0,3,0,2,1,0,0,0
http://messaging-page.redirectme.net/,0,0,0,1,0,0,0,0,0,0,0,0,37,0,3,0,2,1,0,0,0
http://miracdoviz.com/clerl/clofd/,1,0,0,7,5,0,0,0,1,0,1,0,34,0,5,0,1,0,0,0,0
