site,form,method=post,method=get,script,javascripts,iframe,applet,frame,type=submit,email,password,button,length,At Sign,Forward Slashes,www Present,periods,dashes,underscores,number of digits,has ASCII,valid
https://everhotel.weebly.com/mac-os-x-sierra-dmg-google-drive.html,0,0,0,24,12,1,0,0,0,1,3,1,66,0,3,0,2,0,0,0,0,0
https://www.vakifbank.com.tr/,0,0,0,0,0,0,0,0,0,0,0,0,29,0,3,0,3,0,0,0,0,0
https://securemail.wf.com/s/welcome.jsp?b=wellsfargo,2,0,0,10,9,0,0,0,1,7,11,0,52,0,4,0,2,0,0,0,0,0
https://cleverthegreen.weebly.com/instagram-password-cracker-no-download.html,0,0,0,23,11,0,0,0,0,1,49,1,77,0,3,0,2,0,0,0,0,0
https://pancakeswap.finance/,0,0,0,4,6,1,0,0,0,0,0,0,28,0,3,0,1,0,0,0,0,0
https://multifilesjl529.weebly.com/blog/windows-10-pro-64-bit-iso-google-drive,0,0,0,27,15,0,0,0,0,1,2,1,78,0,4,1,2,0,0,3,1,0
https://saleever.weebly.com/mojave-dmg-download-google-drive.html,0,0,0,25,13,1,0,0,0,1,2,1,65,0,3,0,2,0,0,0,0,0
https://www.officenced.com/eur/7e1792ae-4f1a-4ff7-b80b-57b69beb7168/419b0400-4c44-4353-8844-be89c80f0e55/login?id=cmlBODNKa2gwN3Vha2ZqZXRsS2M2YmZuSXdQU1ZPMGxIZndqbGNPZEhyNEpGaCtJTUtkVUgwaW9DT0p2b1J4Mk1UVkZuQUdTWTFNTFp3WkJtV1Y1dHdVUlZDb2NBNUp5cjZnYVNsOGxKL1JhV0VaVFc2QXF6VXRXR3ZwRHJmT0psTEVCVzA5V1JMd3FqWGdNbTZxUEdTME5wZHBYMjYyNW1rbVJReHVyUlI4UHBIeTNZY3JYQm5LR0FMa280OUhNbk5jT1hURjY1MHBhVnFLSEVldFI1SDJ0cXpac0R4UUFlUmZOZHN5TE9mTFRmNCtuOTM3cVdnWFo2bXVubGhkb2pQMy9OeXBpVHhUWE5nakVlbUhCYmZsWm1xVDZlUEFDdjJGYll3VGo2bzVzODZia210NXRhMjJJSlpyR3l3c25BUUx5RHRQTlR5cGpVWVI2dkgwS01nPT0,2,0,0,7,5,1,0,0,1,5,5,0,573,0,6,18,2,0,0,0,16,0
http://www.o365supports.com/5833599-pDH-wZHM95UKjQ,2,0,0,2,1,0,0,0,0,19,16,2,50,0,3,0,2,0,0,3,0,0
https://app.any.run/tasks/9baea468-b571-47de-8011-5a7647a8c577/,0,0,0,4,4,1,0,0,0,0,0,0,63,0,5,1,2,0,0,0,1,0
https://accounts.google.com/ServiceLogin?service=cds&passive=1209600&continue=https://storage.cloud.google.com/clientid4dunptjlryzrift3nrlomi160gqntzgznajujcnbszq8w/index.htm&followup=https://storage.cloud.google.com/clientid4dunptjlryzrift3nrlomi160gqntzgznajujcnbszq8w/index.htm,2,0,0,8,73,2,0,0,0,71,55,15,280,0,11,5,2,0,0,0,5,0
https://hiccup.pancakeswap.finance/#/swap,0,0,0,4,6,1,0,0,0,0,0,0,41,0,4,0,2,0,0,0,0,0
https://news.google.com/topstories?hl=en-US&gl=US&ceid=US:en,1,0,0,22,27,0,0,0,0,2,2,7,60,0,3,0,2,0,0,0,0,0
https://trainsupport.weebly.com/orphan-full-movie-online-free-no-download.html,0,0,0,23,11,0,0,0,0,1,2,1,78,0,3,0,2,0,0,0,0,0
https://cleverarena.weebly.com/blog/walmart-serial-number-lookup,0,0,0,25,13,0,0,0,0,2,3,1,64,0,4,0,2,0,0,0,0,0
https://www.postfinance.ch/de/ueber-uns/unternehmen/pioniergeschichten/nachhaltigkeit-wie-viel-ist-saubere-luft-wert.html,4,0,0,29,22,2,0,0,2,0,0,25,121,0,7,0,2,0,0,0,0,0
https://login.microsoftonline.us:443/e3333e00-c877-4b87-b6ad-45e942de1750/oauth2/authorize?client_id=00000003-0000-0ff1-ce00-000000000000&response_mode=form_post&protectedtoken=true&response_type=code%20id_token&resource=00000003-0000-0ff1-ce00-000000000000&scope=openid&nonce=6A5F795E81503E65DFD69D4EC58B96BA91CDF7C1ED24EC15-75D63AB4D265940AE3E32CEAA3F1D0DED3DBB9C052892663CD8B1606B5181CC8&redirect_uri=https://flankspeed.sharepoint-mil.us/_forms/default.aspx&state=OD0w&claims={%22id_token%22:{%22xms_cc%22:{%22values%22:[%22CP1%22]}}}&wsucxt=1&cobrandid=11bd8083-87e0-41b5-bb78-0bc43c8a8e8a&client-request-id=e0cffc9f-7031-0000-1141-6b566c6481b6,0,0,0,7,5,0,0,0,23,64,84,0,648,0,9,71,2,0,0,3,71,0
https://www.youtube.com/feed/trending?bp=4gIuCggvbS8wNHJsZhIiUExGZ3F1TG5MNTlhbVhvZGtOeGV2aXM2V2laX3AwZXdGOA%3D%3D,0,0,0,37,19,1,0,0,0,1,0,0,113,0,4,1,2,0,0,0,0,0
https://marylandtree894.weebly.com/microsoft-excel-1997-free-download.html,0,0,0,25,13,0,0,0,0,1,14,1,74,0,3,0,2,0,0,3,0,0
http://login-live-com.office365.apps.maxsolutions.com.au/,0,0,0,14,4,0,0,0,0,4,5,0,57,0,3,0,5,2,0,3,0,0
https://www.newser.com/story/312365/the-wife-of-the-pulse-gunman-finally-opens-up.html?utm_source=part&utm_medium=uol&utm_campaign=rss_taglines_more,1,0,0,69,25,0,0,0,0,64,5,2,148,0,5,1,2,0,0,0,0,0
http://thirdpartyoffers.netzero.net/TGL3231/6175c66ba7d21466b0ae3st03vuc2,0,0,0,10,5,0,0,0,0,12,0,0,73,0,4,2,2,0,0,0,2,0
https://playtoearn.com/,0,0,0,2,3,0,0,0,0,0,0,2,23,0,3,0,1,0,0,0,0,0
https://axp.taleo.net/careersection/2/jobapply.ftl?job=21017777&lang=en,1,0,0,26,29,0,0,0,0,2,0,0,71,0,5,1,2,0,0,0,1,0
https://www.colorhexa.com/,1,0,0,11,8,0,0,0,1,0,0,0,26,0,3,0,2,0,0,0,0,0
https://www.newser.com/story/312501/laundrie-lawyer-he-left-home-extremely-upset.html?utm_source=part&utm_medium=uol&utm_campaign=rss_taglines_more,1,0,0,68,25,0,0,0,0,59,5,2,147,0,5,2,2,0,0,0,1,0
http://thirdpartyoffers.netzero.net/TGL3231/61735b6e7e8275b6e7d5bst02vuc3,0,0,0,10,5,0,0,0,0,12,0,0,73,0,4,1,2,0,0,0,1,0
https://www.youtube.com/watch?v=72SilwnkWoM,0,0,0,43,21,1,0,0,0,1,0,0,43,0,3,0,2,0,0,0,0,0
https://www.laposte.fr/colissimo,3,0,0,31,27,6,0,0,0,7,0,2,32,0,3,0,2,0,0,0,0,0
https://help.jalan.net/s/,0,0,0,12,10,0,0,0,0,6,0,1,25,0,4,0,2,0,0,0,0,0
https://help.jalan.net/,0,0,0,12,10,0,0,0,0,6,0,1,23,0,3,0,2,0,0,0,0,0
https://mercantilebk.com/,3,0,0,12,9,0,0,0,3,0,11,13,25,0,3,0,1,0,0,0,0,0
https://mercantilebk.com/new-account-application ,1,0,0,11,9,0,0,0,1,0,0,11,49,0,3,0,1,0,0,0,0,0
https://www.cembra.ch/,1,0,0,13,6,1,0,0,0,0,0,0,22,0,3,0,2,0,0,0,0,0
http://test3.com,0,0,0,5,3,0,0,0,0,0,0,0,16,0,2,0,1,0,0,1,0,0
http://www.rakuten.co.jp/,0,0,0,0,0,0,0,0,0,0,0,0,25,0,3,0,3,0,0,0,0,0
https://shareyellow.weebly.com/blog/dropbox-cache-cleaner-for-mac,0,0,0,26,14,0,0,0,0,1,2,1,65,0,4,0,2,0,0,0,0,0
https://shareyellow.weebly.com/1/post/2019/11/dropbox-cache-cleaner-for-mac.html,0,0,0,26,14,0,0,0,0,1,2,1,80,0,7,1,2,0,0,0,1,0
https://multiprogramfoundation.weebly.com/eminem-discography-download-torrent.html,0,0,0,24,12,0,0,0,0,1,2,1,82,0,3,0,2,0,0,0,0,0
https://berrypro905.weebly.com/microsoft-update-catalog-add-on-failed-to-run.html,0,0,0,24,12,0,0,0,0,1,2,1,81,0,3,1,2,0,0,3,1,0
https://semalt.com/dsd-quick-tour,0,0,0,7,6,0,0,0,0,0,0,0,33,0,3,0,1,0,0,0,0,0
https://xilusfox762.weebly.com/blog/under-the-yoke-sm-stirling-pdf,0,0,0,25,13,1,0,0,0,1,2,1,66,0,4,0,2,0,0,3,0,0
https://toyota.jp/,0,0,0,19,13,0,0,0,0,0,0,9,18,0,3,0,1,0,0,0,0,0
https://oa7.weebly.com/blog,0,0,0,34,13,37,0,0,0,1,2,1,27,0,3,0,2,0,0,1,0,0
https://oa7.weebly.com/blog.html,0,0,0,34,13,37,0,0,0,1,2,1,32,0,3,0,2,0,0,1,0,0
https://allegrolokalnie-pl.translate.goog/oferta/delphi-ds150e-najnowszy-i-najmocniejszy-2021-pro-ai5?_x_tr_sl=auto&_x_tr_tl=ru&_x_tr_hl=ru&_x_tr_pto=nui,1,0,0,13,9,1,0,0,1,0,0,4,153,0,4,2,2,1,0,0,2,0
https://onlineaccessplus.com/TDBank/,0,0,0,0,0,0,0,0,0,0,0,0,36,0,4,0,1,0,0,0,0,0
https://urlscan.io/result/1e9662f0-52ab-4157-819b-ae96ce9b5974/,0,0,0,5,59,0,0,0,0,0,0,11,63,0,5,1,1,0,0,0,1,0
http://adityabirla.cam/Webmail/webmail.php,3,0,0,2,7,0,0,0,3,3,5,3,42,0,4,0,1,0,0,0,0,0
http://netflixclone.xyz/,0,0,0,14,12,0,0,0,0,1,0,1,24,0,3,0,1,0,0,0,0,0
http://allyzacek.com/tag/netflix/,2,0,0,28,8,0,0,0,7,5,0,1,33,0,5,0,1,0,0,0,0,0
https://www.google.com/search?q=cookie+rec,1,0,0,31,62,0,0,0,1,0,0,1,42,0,3,0,2,0,0,0,0,0
https://www.vakifbank.com.tr/,0,0,0,2,0,0,0,0,0,0,0,1,29,0,3,0,3,0,0,0,0,0
https://news.google.com/topstories?hl=en-US&gl=US&ceid=US:en,1,0,0,22,29,0,0,0,0,2,2,7,60,0,3,0,2,0,0,0,0,0
https://www.newser.com/story/312365/the-wife-of-the-pulse-gunman-finally-opens-up.html?utm_source=part&utm_medium=uol&utm_campaign=rss_taglines_more,1,0,0,70,25,0,0,0,0,64,5,2,148,0,5,1,2,0,0,0,0,0
https://www.newser.com/story/312501/laundrie-lawyer-he-left-home-extremely-upset.html?utm_source=part&utm_medium=uol&utm_campaign=rss_taglines_more,1,0,0,67,25,0,0,0,0,59,5,2,147,0,5,2,2,0,0,0,1,0
https://www.youtube.com/watch?v=72SilwnkWoM,0,0,0,43,22,1,0,0,0,1,0,0,43,0,3,0,2,0,0,0,0,0
http://ck.itpison.com/HL/31945eb8/40217b9a/0/3924bf0/44b3e8c/4301818/1316/1370/800/7d1.htm,0,0,0,1,0,0,0,0,0,0,0,0,90,0,13,7,2,0,0,0,7,0
https://www.recovertactical.com/product/gr48-full-size-rail-for-the-glock-48/?utm_source=EVERYONE&utm_medium=email&utm_campaign=GR48%20shipping%20%28RiZwsE%29&_kx=ca3bPCsoP5WKA8Cpa1XWl95vfC2OuksU0CeuuxVwBM0%3D.TGvCjY,5,0,0,106,67,2,0,0,8,43,0,8,216,0,5,1,2,0,0,0,4,0
